date,vote trump,isPartial
2020-05-27,64,False
2020-05-28,0,False
2020-05-29,0,False
2020-05-30,0,False
2020-05-31,0,False
2020-06-01,0,False
2020-06-02,32,False
2020-06-03,62,False
2020-06-04,30,False
2020-06-05,0,False
2020-06-06,71,False
2020-06-07,36,False
2020-06-08,31,False
2020-06-09,63,False
2020-06-10,32,False
2020-06-11,64,False
2020-06-12,98,False
2020-06-13,72,False
2020-06-14,73,False
2020-06-15,81,False
2020-06-16,63,False
2020-06-17,0,False
2020-06-18,65,False
2020-06-19,66,False
2020-06-20,35,False
2020-06-21,56,False
2020-06-22,50,False
2020-06-23,99,False
2020-06-24,0,False
2020-06-25,100,False
2020-06-26,34,False
2020-06-27,37,False
2020-06-28,37,False
2020-06-29,34,False
2020-06-30,34,False
