date,vote trump,isPartial
2020-05-27,0,False
2020-05-28,43,False
2020-05-29,70,False
2020-05-30,54,False
2020-05-31,54,False
2020-06-01,68,False
2020-06-02,0,False
2020-06-03,45,False
2020-06-04,45,False
2020-06-05,0,False
2020-06-06,0,False
2020-06-07,55,False
2020-06-08,45,False
2020-06-09,0,False
2020-06-10,0,False
2020-06-11,0,False
2020-06-12,0,False
2020-06-13,57,False
2020-06-14,0,False
2020-06-15,48,False
2020-06-16,48,False
2020-06-17,100,False
2020-06-18,50,False
2020-06-19,0,False
2020-06-20,53,False
2020-06-21,57,False
2020-06-22,71,False
2020-06-23,0,False
2020-06-24,0,False
2020-06-25,51,False
2020-06-26,0,False
2020-06-27,0,False
2020-06-28,55,False
2020-06-29,48,False
2020-06-30,98,False
