date,vote trump,isPartial
2020-05-27,0,False
2020-05-28,48,False
2020-05-29,47,False
2020-05-30,0,False
2020-05-31,0,False
2020-06-01,0,False
2020-06-02,99,False
2020-06-03,70,False
2020-06-04,45,False
2020-06-05,47,False
2020-06-06,56,False
2020-06-07,56,False
2020-06-08,93,False
2020-06-09,47,False
2020-06-10,0,False
2020-06-11,100,False
2020-06-12,0,False
2020-06-13,56,False
2020-06-14,56,False
2020-06-15,49,False
2020-06-16,98,False
2020-06-17,50,False
2020-06-18,74,False
2020-06-19,51,False
2020-06-20,58,False
2020-06-21,57,False
2020-06-22,0,False
2020-06-23,98,False
2020-06-24,0,False
2020-06-25,52,False
2020-06-26,53,False
2020-06-27,0,False
2020-06-28,84,False
2020-06-29,52,False
2020-06-30,52,False
