date,final_score
2012-10-18,111.09918200408998
2012-10-19,113.6489898989899
2012-10-20,115.0460251046025
2012-10-21,113.2472164231037
2012-10-22,86.91460055096418
2012-10-23,113.63673469387754
2012-10-24,112.51772660818713
2012-10-25,117.95118549511855
2012-10-26,117.02967563837129
2012-10-27,108.07761607761607
2012-10-28,107.45555555555555
2012-10-29,109.8517745302714
2012-10-30,116.0672877846791
2012-10-31,116.39587628865979
2012-11-01,119.75806451612902
2012-11-02,122.63578947368421
2012-11-03,136.27869986168741
2012-11-04,135.94989561586638
